,doi,text,label,split
169,10.1021/jacs.8b11388,"The failure to extract Na + reversibly was the result of a solid-state synthesis that gives micron-sized crystallites and a failure to coat the active electrode material that is an electronic insulator with a carbon coat, or a coat of another electronic conductor that also allows Na + cross over.",both,train
170,10.1039/c5ta10589g,"Unfortunately, the MMN and MM cathodes both show a decreased discharge capacity due to the more inactive Mg-ion in the crystal structure.",both,train
171,10.1002/anie.201810575,"To address these issues, tremendous efforts5 have been made to explore suitable electrode materials such as employing crystalline structures with an open framework structure or 3D structures to facilitate the transport kinetics,1a, 6 or using nanosized structures to reduce the diffusion length of Na ions.7 Notably, modification of the battery configuration is possible another way to improve the electrochemical properties of SIBs.Utilization of respective merits of different ions via hybrid-ion design was demonstrated an effective means to enhance the electrochemical performances of rechargeable batteries with sluggish kinetics.8 For instance, the rate capability and cycling performance of magnesium-ion batteries have been enhanced significantly using a Li+/Mg2+ hybrid electrolyte.8c,8d Meanwhile, recent results showed that anions (for example, PF6-) intercalation could achieve high working voltages owing to the high intercalation potential of anions (ca. 5 V vs. Li+/Li).9 Therefore, it is possible to achieve high working voltages and good rate capabilities for sodium-ion batteries via combining the anion intercalation with hybrid-ion design together.Herein, we first report a multi-ion configuration (Na+/Li+/PF6-) for sodium-ion full battery with enhanced performances.",no,train
172,10.1021/acs.jpcc.8b05506,The inhibition or disruption on metalametal charge transfer plays an important role for improving electrochemical stability of the material.,no,train
173,10.1039/c7ta01820g,"Furthermore, the NaFNFSI-based SPE can deliver an excellent interfacial stability with Na metal, in terms of chemical and electrochemical evaluations.",no,train
174,10.1021/acsami.6b03969,The poor rate capability of the composite may be ascribed to the internal resistance caused by the relatively large ionic radii of Na+ (1.02 vs 0.76 A of Li+).Ex-situ XRD analysis was also carried out to investigate the structural evolution of Na2FeSiO4C upon electrochemical cycling.,both,train
175,10.1016/j.jpowsour.2016.10.067,"Zn-doped Na3Ni2SbO6 shows a first discharge capacity higher than 120mAh.g-1 with capacity retention close to 80% in the first 50 cycles, whereas undoped material presents certain limitations in terms of cycling stability for a lower capacity.",macro,train
176,10.1039/c4ta06467d,"The thermodynamically stable form of NaFePO4 (Fig. 10b) exists as the maricite structure, but this is, however, electrochemically inactive due to the lack of a Na diffusion channel compared to the olivine counterpart.",both,train
177,10.1016/j.electacta.2018.10.010,Intercalation/deintercalation of large size Na ion leads to serious electrode materials fragmentation that would be the main reason of Na-ion battery capacity fading.,both,train
178,10.1039/c8qi01374h,"Usually, NVPOF is prepared by a high-temperature solid-state method, which easily leads to many deficiencies including large particle size, irregular morphology and poor high-rate capability.",both,train
179,10.1002/celc.201901846,"Rechargeable lithium ion batteries provide strong support for the development of electric vehicles, aimed at the energy and environment issues.1 As one of the most potential cathode materials, Li-rich layered oxides (LLOs) have received great attention in recent years due to their ultrahigh specific capacities.2 Benefiting from both cationic and anionic redox processes, LLOs deliver reversible capacities exceeding 250 mA h g-1 according with the demand of high capacity and energy density.3 However, there are some challenges for the application of Li-rich layered oxides, such as the poor electrochemical kinetics and large voltage decays.4 Numerous researches have employed to the strengthening of crystal structure and surface coat, developed a series of strategies including morphology optimizing, doping and coating.4a, 5 So far, some progresses for improving cycling stability and rate performance are achieved.",no,train
180,10.1016/j.nanoen.2018.07.042,"In conclusion, the novel NCM with unique structure of P_1-phased layered bulk covered by the robust nanoscale interface shows a wide solid-solution behavior over 2-4.5 V, excellent air stability with high specific capacity of 106.6 mAh g-1, high work voltage of 3.6 V.",no,train
181,10.1016/j.nanoen.2019.104215,"Therefore, we introduce Ru cations into Cr-based O3 compounds to suppress the migration of Cr ions.",no,train
182,10.1039/c5ta04527d,"Taking advantage of their lightweight induced high gravimetric/volumetric energy density, Li-ion batteries have conquered mobile energy devices constrained by size/weight restriction.",no,train
183,10.1039/c8ta03543a,"Nevertheless, severe side reactions including manganese dissolution and the Mn3+ disproportionation reaction are common challenges to manganese-based electrodes that cause a huge capacity fading, further limiting their practical applications.",both,train
184,10.1002/aenm.201903712,"With the advent of the era of electric vehicles and smart grids, the current commercial lithium-ion batteries (LIB) cannot meet the demand for large-scale power consumption due to the constrained resources of lithium, cost, and security issues.",macro,train
185,10.1039/c3ra23032e,"Mixing with Super P can also improve the electrode conductivity, however, this improvement may be compromised by the interparticle resistance of nanoparticles.",micro,train
186,10.1039/c6cp02049f,"As shown in Fig. 4, some of the M metal atoms are surrounded by other M atoms at high concentrations, which can prevent interactions between M and P atoms, so that the central M atoms no longer lose electrons to P.",no,train
187,10.1016/j.nanoen.2018.03.002,"For instance, graphite has been widely used in LIBs for decades due to its low cost and high stability, but the low specific capacities and small interlayer distance of graphite restrict its further applications as anode in SIBs.",macro,train
188,10.1002/anie.201908830,"TFSI- and OTf- are widely investigated anions for aqueous concentrated electrolytes.2a, 4c, 4d, 7 However, the maximal solubility is only 8.4 m for saturated NaTFSI and 9.2 m for saturated NaOTf, which results in a high H2O/Na+ molar ratio of 6.6 and 6.5, respectively, suggesting a significant amount of free water remaining, that could lead to inferior electrochemical stability.",no,train
189,10.1016/j.jpowsour.2015.02.097,"With the rapid development of energy consumption equipments, such as rapidly miniaturizing electronics, large-scale mobile devices, especially electric vehicles and hybrid electric vehicles, the investigation of Li-ion batteries (LIB) with high storage capacity and excellent rate performance is imperative.",no,train
190,10.1021/acs.jpcc.7b02479,"In our previous work, we performed an evaluation of redox potentials of several oxide and phosphate materials using linear response approach with self-consistent calculation of U parameters.",no,train
191,10.1039/c8ta00117k,"To overcome the aforementioned drawback, various strategies have been adopted to improve the electronic conductivity of Na3V2(PO4)3, such as carbon coating, particle size reduction, and cation ion doping.",micro,train
192,10.1039/c4cc05830e,Coexistence of inactive Ni2+ (Fe-CN-Ni group) with active Mn2+/3+ (Fe-CN-Mn group) balances the structural disturbances caused by the redox reactions.,no,train
193,10.1016/j.nanoen.2016.06.019,"Therefore, how to enhance the anode performance of Ni3S2 has been challenging for SIBs.",intro,train
194,10.1039/c5cc04229a,It was revealed by electrochemical testing and DFT calculation that the as-prepared PPy hollow nanospheres participate in reversible doping/de-doping reactions.,no,train
195,10.1039/c6ra04237f,Na3V2(PO4)3 (NVP) has been in the spotlight as a potential candidate of next generation batteries to overcome the limitation of lithium resources on Earth.,intro,train
