doi,text,label,split
10.1016/j.jelechem.2018.08.032,"However, it is also having some drawbacks such as low electrical conductivity at room temperature and poor interfacial resistance. ",no,dev
10.1016/j.jelechem.2018.08.032,"Wettability is another important factor that can affect the cell resistance, rate capability and energy density of the battery. ",no,dev
10.1002/aenm.201000061,"While the voltage of Na/Na+ is only ~300 mV less positive than Li/Li+, sodium's molecular weight of ~23 gmol-1 is much higher than that of Li (~ 7 gmol-1) which lowers the energy density of the material. ",no,dev
10.1002/aenm.201702599,"Usually, the O3 NaMO2 phases show limited rate capability and this is explained by considering the sodium-ion diffusion path between two octahedral sites which needs to go through an intermediate tetrahedral site viewed as a bottleneck. ",no,train
10.1002/aenm.201702599,"This suggests that the Sn-driven charge localization in NaxNi0.5Sn0.5O2 reduces the electronic conduction of the material (Figure S11, Supporting Information) and hence significantly affects the power rate capability. ",no,dev
10.1016/j.jpowsour.2019.227554,"In addition, in the relatively narrow voltage range of 2.0-4.2V, the oxygen redox reactions cannot be activated, thus with increasing amount of Sn, the capacities decrease due to inert and heavy Sn4+ ions. ",no,train
10.1016/j.jpowsour.2019.227554,"A C-rate comparison in the voltage ranges of 1.5-4.5V vs. 2.0-4.2V confirms that oxygen activity depends largely on the applied current density, and a high current density is detrimental to the release of oxygen activity in Na0.67Ni0.33Mn0.67Sn0.01O2 owing to its rate limitation. ",no,dev
10.1016/j.nanoen.2015.02.022,"However, bare Sn-based materials suffer from low kinetics associated with the slow solid-state diffusion of Na+ in electrodes (Na+ is 55% larger than Li+). ",no,train
10.1016/j.nanoen.2015.02.022,The rapid capacity decay of bare Sn electrode could be attributed to the pulverization of the electrode originating from the large volume changes of Sn (420%) during charge/discharge processes. ,both,test
10.1039/c8ta02067a,"However, with increasing Cu content, a clear decrease in capacity was observed; in addition, the operating voltage was raised with Cu2+ doping because of the contribution of the Cu2+/Cu3+ redox reaction. ",both,train
10.1021/acsami.6b03944,"NMA/RGO shows a better rate capability than the as-prepared P2-NMA, but the capacity fading of both materials with the increasing current density is mostly attributed to the shortening of the voltage plateau at low potential (<2.5 V vs Na+Na). ",no,train
10.1039/c9ta02067e,"This excellent low-temperature performance is attributed to the fact that after the first discharge process of the CoGa2S4 electrode, the Ga-based sulfide loses its electrochemical reaction activity, but fortunately it can serve as a high ionic conductivity medium, facilitating the conversion reaction of cobalt sulfides. ",no,test
10.1039/c9ta02067e,"The values of Rct increase with decreasing the temperature from room temperature to -60 degC for all three sulfide-based cells, which is due to the fact that the kinetics process of charge transfer between the electrode and electrolyte gets sluggish with decreasing temperature. ",no,train
10.1016/j.jallcom.2019.03.093,"Notwithstanding, the less negative reduction potential, as compared to lithium, limits the potential of Na-ion batteries to values ca. 0.3 V lower than those of lithium-ion batteries. ",no,train
10.1016/j.jallcom.2019.03.093,"Although this procedure allows to maximize the cell capacity to values close to the theoretical one, its well known that the plateau at 4.2 V, belonging the P2-O2 two phase system induces some capacity fading on cycling. ",no,dev
10.1016/j.nanoen.2016.06.026,"The comparison between the fresh and cycled electrodes together with the enhanced cycling performance by robust Al2O3 coating revealed the mechanism of capacity decay, and further demonstrated that the Al2O3 surface coating can suppress the side reaction and protect the layered metal oxide particles during long cycling within the high voltage window. ",both,train
10.1016/j.nanoen.2016.06.026,"Although Al2O3 coating is known to be able to suppress electrolyte oxidation at high voltage, here the Al2O3 coated sample shows a slightly lower initial coulombic efficiency. ",no,train
10.1039/c5ee00878f,"As a substitute, Na ions have to diffuse through interstitial regions within arrays, which would lead to incomplete active sites for Na+, then showing decreased capacities of A-Sb NRs. ",no,test
10.1039/c6ta10334k,"Similarly, spinel LiCu0.12Ni0.38Mn1.5O4 exhibited increased capacity retention due to reduced cation ordering, and LiCu0.25Ni0.25Mn1.5O4 has shown low Li-ion diffusion barrier with good rate capability. ",both,test
10.1039/c8ta11927a,The lower CE at 0.1C is probably due to the continuous formation of the SEI layer for a longer time and slower sodium ion diffusion at a lower current rate. ,no,train
10.1039/c8ta11927a,"In the rate capacity shown in Fig. 5b, the specific capacity reduced gradually with increasing rate, which could be ascribed to an increase in overpotential resulting from less reaction time for the free cation intercalation into the crystal lattice. ",no,dev
10.1016/j.jpowsour.2018.10.058,"However, the values of R for x = 0 electrode after 100 cycles and 175 cycles are found to be 528.5 and 1355.8 O, respectively, the rapid increasing of the resistances may related to the surficial structural degradation, which is further confirmed by the post-cycling analyses in the later part of the paper. ",no,train
10.1021/acsami.7b05326,The uncoated P2-NaNiMnO electrode exhibits inferior rate capabilities when increasing the rate from C/20 to C/10 and then to C/5 and finally to C/2 compared to the ALD-coated electrode. ,no,train
10.1021/acsami.7b05326,"Riley et al. clearly show that at higher rates from C/4 to 1C the ALD-coated electrode has a capacity lower than that of the bare Li(Ni1/3Mn1/3 Co1/3)O2, which is attributed to the Al2O3 creating a barrier for ion mobility. ",no,dev
10.1021/acsami.7b05326,"However, the Al2O3 in our case is amorphous where we see that at fast rate (1C) the Al2O3 coated electrode has lower rate capability than the uncoated electrode, demonstrating that the diffusivity is subpar in the Al2O3 film. ",no,dev
10.1021/acsami.7b05326,"- This is more prevalent in the Al2O3 coated electrode because it is needed to use the water as a precursor to form the aluminum oxide coating, which causes the PVDF binder to react with water forming more HF. ",no,train
10.1002/aenm.201502568,"The irreversible capacity loss (ICL) in titanium based Na electrodes is generally serious, due to the formation of surface passivation layer and the reactive Ti-O triggering electrolyte degradation. ",no,train
10.1021/acs.chemmater.6b04769,It is possible that Ti increases the average desodiation voltage and therefore the capacity obtainable at a fixed voltage range becomes lowered as a result. ,no,dev
10.1039/c8ta08796b,"These physical properties resulted in inferior electrode performances for the Fe, Zn, and Al-doped o-Na0.67[M0.05Mn0.95]O2 in terms of failure in suppressing the phase transition, low capacity, and capacity retention. ",no,train
10.1039/d0ta07966a,"Mechanochemical synthesis has been shown to be a powerful tool for the synthesis of metastable and soft materials such as chalcogenides, while avoiding severe limitations on the use of toxic sulphurizing agents and therefore gaining substantial interest from industry.",no,train
